optimization,execution time of optimzier,no of feature selected,selected feature 
PFA,173.9789981842041,17,"protocol_type,service,dst_bytes,urgent,hot,num_failed_logins,logged_in,root_shell,su_attempted,count,srv_serror_rate,dst_host_count,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,"
