optimization,execution time of optimzier,no of feature selected,selected feature 
SBO,168.71219086647034,23,"duration,service,flag,dst_bytes,wrong_fragment,hot,logged_in,num_compromised,su_attempted,num_file_creations,num_outbound_cmds,is_guest_login,count,srv_count,rerror_rate,srv_rerror_rate,dst_host_count,dst_host_same_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,"
