optimization,execution time of optimzier,no of feature selected,selected feature 
FPA,55.6480495929718,22,"protocol_type,service,flag,land,wrong_fragment,hot,num_failed_logins,logged_in,su_attempted,num_root,num_shells,num_access_files,is_host_login,count,srv_count,rerror_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,"
