optimization,execution time of optimzier,no of feature selected,selected feature 
MFO,285.2943317890167,24,"service,wrong_fragment,hot,num_failed_logins,logged_in,su_attempted,num_file_creations,num_shells,num_outbound_cmds,is_guest_login,count,serror_rate,srv_serror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,"
