optimization,execution time of optimzier,no of feature selected,selected feature 
SA,42.246119022369385,22,"service,flag,src_bytes,dst_bytes,land,wrong_fragment,num_failed_logins,logged_in,num_compromised,su_attempted,num_shells,is_guest_login,count,srv_count,serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,dst_host_diff_srv_rate,dst_host_srv_diff_host_rate,dst_host_srv_serror_rate,"
